,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry,name,Estimate  Median income (dollars)  HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER  Households
5111,06,075,042601,1400000US06075042601,06075042601,426.01,CT,293133,0,"POLYGON ((-122.48408 37.785795, -122.478714 37.786031, -122.478579 37.784174, -122.478444 37.782308, -122.47831 37.780449, -122.479388 37.780403, -122.482598 37.780265, -122.483667 37.780207, -122.483804 37.782077, -122.483936 37.783931, -122.48408 37.785795))",426.01a,84805
5112,06,075,042800,1400000US06075042800,06075042800,428,CT,551507,302821,"POLYGON ((-122.493338 37.787403, -122.493048716406 37.7879341073778, -122.492883 37.787929, -122.485827333182 37.7906121409026, -122.483985 37.789769, -122.483799 37.78774, -122.479845 37.786796, -122.472352 37.787234, -122.472583 37.786317, -122.478714 37.786031, -122.48408 37.785795, -122.487286 37.785649, -122.487151 37.783785, -122.490364 37.78364, -122.493491 37.783498, -122.493338 37.787403))",428a,164750
5113,06,075,047600,1400000US06075047600,06075047600,476,CT,531174,0,"POLYGON ((-122.479388 37.780403, -122.47831 37.780449, -122.472264 37.780747, -122.472103 37.778731, -122.471967 37.776871, -122.471842 37.775006, -122.471706 37.773141, -122.478837 37.772815, -122.478972 37.774681, -122.479106 37.776546, -122.479241 37.778408, -122.479388 37.780403))",476a,103676
5114,06,075,047802,1400000US06075047802,06075047802,478.02,CT,339448,0,"POLYGON ((-122.498801 37.781377, -122.493446 37.781627, -122.493305 37.77975199999999, -122.493168 37.777774, -122.497455 37.777579, -122.497319 37.775715, -122.495175 37.775813, -122.495039 37.773947, -122.494903 37.772081, -122.498114 37.771934, -122.49825 37.7738, -122.498386 37.775667, -122.498521 37.777531, -122.498669 37.779507, -122.498801 37.781377))",478.02a,91250
5115,06,075,060100,1400000US06075060100,06075060100,601,CT,6108835,20314176,"POLYGON ((-122.485783 37.790629, -122.480296 37.801293, -122.478083 37.810828, -122.470336 37.808671, -122.463793 37.804653, -122.448241130218 37.8072521685356, -122.449179 37.802074, -122.44782 37.801633, -122.447466 37.79939, -122.447303 37.798459, -122.447015 37.796579, -122.446728 37.794706, -122.4463 37.791879, -122.45274 37.790974, -122.459476 37.789711, -122.463581 37.788806, -122.464781 37.788564, -122.466924 37.788132, -122.470912 37.787221, -122.472352 37.787234, -122.479845 37.786796, -122.483799 37.78774, -122.483985 37.789769, -122.485827333182 37.7906121409026, -122.485783 37.790629))",601a,184934
5116,06,075,060502,1400000US06075060502,06075060502,605.02,CT,276333,0,"POLYGON ((-122.424478 37.71011, -122.423027 37.710377, -122.422241 37.711317, -122.421475 37.712201, -122.420908 37.713774, -122.415635 37.712733, -122.416 37.711915, -122.416648 37.710473, -122.419348 37.709947, -122.420083 37.70831099999999, -122.420082 37.708231, -122.42389 37.708236, -122.423377 37.709203, -122.424478 37.71011))",605.02a,26350
5117,06,075,061400,1400000US06075061400,06075061400,614,CT,797744,0,"POLYGON ((-122.403784 37.749433, -122.403007 37.752446, -122.403127 37.754478, -122.403396 37.756471, -122.403689 37.757015, -122.39797 37.757359, -122.398216 37.759909, -122.392494 37.760245, -122.392447 37.756436, -122.391232 37.752657, -122.390683 37.752663, -122.394587 37.752427, -122.396408 37.751179, -122.402605 37.750558, -122.403569 37.749475, -122.403784 37.749433))",614a,127813
5118,06,075,061500,1400000US06075061500,06075061500,615,CT,1660735,451319,"POLYGON ((-122.406062 37.785757, -122.399195 37.791058, -122.396315 37.793337, -122.394748 37.79448, -122.393181 37.79323, -122.391487 37.793859, -122.389708268207 37.7958244063587, -122.388570312096 37.7945008753206, -122.385555859095 37.790994833152, -122.385323 37.790724, -122.383505768697 37.7830792797042, -122.387421 37.78279, -122.388423 37.78179799999999, -122.389168 37.781649, -122.390527 37.780607, -122.39275 37.778852, -122.397386 37.782554, -122.39893 37.783785, -122.400468 37.78503, -122.402708 37.783259, -122.406062 37.785757))",615a,189329
5119,06,075,980300,1400000US06075980300,06075980300,9803,CT,4341948,409466,"POLYGON ((-122.513067688424 37.7707830331714, -122.511124 37.771323, -122.505611 37.771592, -122.498114 37.771934, -122.494903 37.772081, -122.488471 37.772374, -122.482049 37.772667, -122.478837 37.772815, -122.471706 37.773141, -122.466952 37.773351, -122.465332 37.773423, -122.463749 37.773624, -122.460553 37.774031, -122.458371 37.774309, -122.454683 37.774755, -122.454083 37.77193, -122.450787 37.772368, -122.447497 37.77279, -122.444216 37.773212, -122.440922 37.773635, -122.440735 37.772713, -122.445717 37.77208, -122.4506 37.77146, -122.453902 37.771054, -122.453352 37.768246, -122.452947 37.766374, -122.456913 37.765874, -122.45779 37.766015, -122.458405 37.76616, -122.46109 37.766132, -122.464297 37.765963, -122.47073 37.76577899999999, -122.477261 37.765486, -122.484763 37.76516, -122.486906 37.765054, -122.493336 37.764774, -122.496085 37.764675, -122.502979 37.764344, -122.50987 37.76409, -122.512070759187 37.7636593024008, -122.513067688424 37.7707830331714))",9803a,-
5120,06,075,980501,1400000US06075980501,06075980501,9805.01,CT,1577313,9769,"POLYGON ((-122.42639 37.718561, -122.42583 37.719302, -122.424771 37.722172, -122.423807 37.723691, -122.421847 37.724199, -122.419875 37.72471, -122.416632 37.722157, -122.412969 37.723858, -122.412468 37.722658, -122.41099 37.719074, -122.407036 37.720085, -122.406665 37.719215, -122.407272 37.71782, -122.408255 37.71809, -122.40895 37.716458, -122.410433 37.716414, -122.411316 37.714367, -122.415396 37.715474, -122.415291 37.713504, -122.415635 37.712733, -122.420908 37.713774, -122.421475 37.712201, -122.422241 37.711317, -122.423027 37.710377, -122.424478 37.71011, -122.426737 37.711225, -122.425548 37.714517, -122.427189 37.715748, -122.42639 37.718561))",9805.01a,17750
5285,06,075,017101,1400000US06075017101,06075017101,171.01,CT,313382,0,"POLYGON ((-122.449433 37.7632, -122.448274 37.764196, -122.447635 37.765139, -122.448013 37.767007, -122.44839 37.768865, -122.442765 37.769661, -122.443356 37.768944, -122.443866 37.767536, -122.443533 37.766691, -122.442575 37.765928, -122.443347 37.765333, -122.443538 37.765323, -122.446247 37.762247, -122.446384 37.761816, -122.446783 37.761781, -122.44912 37.761648, -122.449433 37.7632))",171.01a,173214
5286,06,075,017601,1400000US06075017601,06075017601,176.01,CT,633557,0,"POLYGON ((-122.417615 37.7766, -122.416292 37.777494, -122.413365 37.779862, -122.412548 37.780508, -122.410336 37.782245, -122.408952 37.783288, -122.408104 37.78402, -122.407451 37.784604, -122.406062 37.785757, -122.402708 37.783259, -122.404933 37.7815, -122.405719 37.780878, -122.407159 37.779739, -122.409387 37.777977, -122.411606 37.776221, -122.413161 37.774992, -122.415561 37.773101, -122.418704 37.775645, -122.417615 37.7766))",176.01a,46563
5287,06,075,017802,1400000US06075017802,06075017802,178.02,CT,510134,0,"POLYGON ((-122.413161 37.774992, -122.411606 37.776221, -122.409387 37.777977, -122.407159 37.779739, -122.405719 37.780878, -122.404933 37.7815, -122.403387 37.780265, -122.401843 37.779032, -122.40407 37.777273, -122.408516 37.77376, -122.41248 37.77063, -122.415561 37.773101, -122.413161 37.774992))",178.02a,74005
5288,06,075,018000,1400000US06075018000,06075018000,180,CT,937021,0,"POLYGON ((-122.41248 37.77063, -122.408516 37.77376, -122.40407 37.777273, -122.401843 37.779032, -122.397386 37.782554, -122.39275 37.778852, -122.397206 37.775332, -122.398755 37.776568, -122.400982 37.774809, -122.399433 37.773573, -122.401657 37.771817, -122.404391 37.76974999999999, -122.40499 37.769715, -122.408007 37.769244, -122.409736 37.770349, -122.410931 37.769411, -122.41248 37.77063))",180a,148698
5307,06,075,020402,1400000US06075020402,06075020402,204.02,CT,591322,0,"POLYGON ((-122.449447 37.74666, -122.447794 37.749408, -122.445697 37.748855, -122.449423 37.750412, -122.44709 37.751505, -122.446734 37.753573, -122.447943 37.755532, -122.445348 37.755619, -122.44695 37.75655, -122.445283 37.756573, -122.444485 37.756354, -122.445106 37.756961, -122.44222 37.756639, -122.442258 37.757734, -122.442175 37.758939, -122.439167 37.759028, -122.438864 37.755434, -122.440345 37.755228, -122.442525 37.75238, -122.443255 37.750769, -122.443421 37.750099, -122.44462 37.747081, -122.444556 37.746687, -122.444857 37.747025, -122.447399 37.746596, -122.449363 37.746129, -122.45084 37.745904, -122.449447 37.74666))",204.02a,112818
5308,06,075,020500,1400000US06075020500,06075020500,205,CT,276896,0,"POLYGON ((-122.439491 37.762227, -122.435837 37.762485, -122.435193 37.762727, -122.435188 37.762671, -122.435001 37.760889, -122.434854 37.759289, -122.434698 37.757687, -122.434546 37.756093, -122.437769 37.755541, -122.438864 37.755434, -122.439167 37.759028, -122.439337 37.760627, -122.439491 37.762227))",205a,145263
5309,06,075,021000,1400000US06075021000,06075021000,210,CT,313017,0,"POLYGON ((-122.425384 37.755035, -122.420964 37.755295, -122.420812 37.753703, -122.420665 37.752104, -122.420507 37.750506, -122.420282 37.748161, -122.421393 37.748124, -122.42485 37.747825, -122.424777 37.748644, -122.424934 37.750237, -122.425097 37.751845, -122.42524 37.753436, -122.425384 37.755035))",210a,138523
5310,06,075,021200,1400000US06075021200,06075021200,212,CT,345793,0,"POLYGON ((-122.442525 37.75238, -122.440345 37.755228, -122.438864 37.755434, -122.437769 37.755541, -122.434546 37.756093, -122.434317 37.75369, -122.43424 37.752891, -122.43409 37.751304, -122.438474 37.751024, -122.443255 37.750769, -122.442525 37.75238))",212a,176845
5311,06,075,021500,1400000US06075021500,06075021500,215,CT,495278,0,"POLYGON ((-122.431477 37.747434, -122.427045 37.747696, -122.42485 37.747825, -122.421393 37.748124, -122.421704 37.746412, -122.422174 37.745614, -122.422709 37.74393999999999, -122.423361 37.74229, -122.430888 37.741833, -122.431022 37.742631, -122.431256 37.74503199999999, -122.431477 37.747434))",215a,146638
5393,06,075,030400,1400000US06075030400,06075030400,304,CT,973464,0,"POLYGON ((-122.476131 37.748643, -122.470595 37.748869, -122.469549 37.748903, -122.466336 37.749075, -122.466469 37.750939, -122.465403 37.750986, -122.464186 37.750717, -122.463442 37.751195, -122.464462 37.752899, -122.463433 37.753028, -122.463361 37.753039, -122.462108 37.75197199999999, -122.46147 37.751522, -122.458635 37.747769, -122.459174 37.747286, -122.461381 37.745569, -122.463686 37.743749, -122.465807 37.743574, -122.466043 37.743555, -122.470235 37.743289, -122.475726 37.743049, -122.475854 37.744915, -122.476007 37.746778, -122.476131 37.748643))",304a,160733
5394,06,075,030500,1400000US06075030500,06075030500,305,CT,1087780,35670,"POLYGON ((-122.46147 37.751522, -122.456091 37.751804, -122.455537 37.753774, -122.454172 37.756507, -122.454078 37.757027, -122.453872 37.757378, -122.451367 37.758576, -122.448535 37.759045, -122.447915 37.757589, -122.44695 37.75655, -122.445348 37.755619, -122.447943 37.755532, -122.446734 37.753573, -122.44709 37.751505, -122.449423 37.750412, -122.445697 37.748855, -122.447794 37.749408, -122.449447 37.74666, -122.45084 37.745904, -122.451692 37.745629, -122.453897 37.745742, -122.454275 37.745908, -122.454637 37.746142, -122.458743 37.746876, -122.459174 37.747286, -122.458635 37.747769, -122.46147 37.751522))",305a,143558
5395,06,075,030700,1400000US06075030700,06075030700,307,CT,1431899,9359,"POLYGON ((-122.459592 37.738533, -122.458849 37.739158, -122.458082 37.739099, -122.454932 37.741777, -122.45464 37.742326, -122.454238 37.742835, -122.453773 37.743219, -122.452306 37.742819, -122.449861 37.743265, -122.446658 37.742442, -122.445987 37.74118, -122.442525 37.739448, -122.442489 37.737289, -122.443649 37.736519, -122.443829 37.736134, -122.439915 37.734901, -122.438392 37.73442, -122.438816 37.733087, -122.439752 37.733111, -122.448873 37.733069, -122.453425 37.73304, -122.456156 37.734212, -122.459505 37.734291, -122.460282 37.737855, -122.459592 37.738533))",307a,146618
5396,06,075,030900,1400000US06075030900,06075030900,309,CT,1853670,0,"POLYGON ((-122.475347 37.720914, -122.474745 37.72693599999999, -122.474634 37.728992, -122.474972 37.731072, -122.475173 37.734562, -122.471569 37.734707, -122.466248 37.734937, -122.462913 37.736013, -122.463136 37.737023, -122.461242 37.735782, -122.459505 37.734291, -122.459064 37.733645, -122.461748 37.730064, -122.461727 37.729993, -122.460816 37.728681, -122.462888 37.728056, -122.462786 37.725549, -122.462199 37.725293, -122.462265 37.721748, -122.466278 37.721668, -122.46974 37.721644, -122.471983 37.721661, -122.47244 37.721603, -122.472547 37.71964, -122.472672 37.717248, -122.474528 37.719065, -122.475368 37.72037, -122.475347 37.720914))",309a,171595
5397,06,075,031302,1400000US06075031302,06075031302,313.02,CT,684969,0,"POLYGON ((-122.471572 37.716126, -122.468017 37.716103, -122.468036 37.7179, -122.466235 37.717912, -122.46264 37.717936, -122.462615 37.715619, -122.462602 37.714308, -122.462569 37.71315, -122.462556 37.711254, -122.460858 37.710586, -122.465994 37.710154, -122.468939 37.708232, -122.469236 37.708232, -122.471319 37.708305, -122.471215 37.708939, -122.471355 37.712802, -122.471472 37.713427, -122.472672 37.717248, -122.471572 37.716126))",313.02a,77260
5398,06,075,032601,1400000US06075032601,06075032601,326.01,CT,417682,0,"POLYGON ((-122.484763 37.76516, -122.477261 37.765486, -122.477116 37.763562, -122.476974 37.761701, -122.476762 37.759837, -122.47687 37.759832, -122.484365 37.759501, -122.484496 37.76137, -122.484627 37.763231, -122.484763 37.76516))",326.01a,116128
5399,06,075,032700,1400000US06075032700,06075032700,327,CT,844707,0,"POLYGON ((-122.496085 37.764675, -122.493336 37.764774, -122.486906 37.765054, -122.48677 37.763137, -122.48664 37.761276, -122.486512 37.759407, -122.486382 37.757542, -122.486248 37.755683, -122.492675 37.755398, -122.495433 37.755273, -122.495555 37.757137, -122.495692 37.759001, -122.495822 37.760871, -122.49595 37.762732, -122.496085 37.764675))",327a,115457
5400,06,075,033000,1400000US06075033000,06075033000,330,CT,1503630,8871,"POLYGON ((-122.494504 37.742222, -122.485335 37.742626, -122.475726 37.743049, -122.475621 37.741183, -122.475485 37.739321, -122.47539 37.73745, -122.475189 37.734762, -122.479547 37.734619, -122.480254 37.73459, -122.485518 37.734356, -122.485855 37.734182, -122.491294 37.734096, -122.493784 37.733989, -122.494126 37.736631, -122.494253 37.738493, -122.494404 37.740352, -122.494504 37.742222))",330a,100907
6295,06,075,010800,1400000US06075010800,06075010800,108,CT,226078,0,"POLYGON ((-122.417218 37.798472, -122.412283 37.799096, -122.411911 37.797245, -122.411719 37.796291, -122.411364 37.794527, -122.415218 37.79402899999999, -122.416292 37.793892, -122.416473 37.794777, -122.416653 37.79567, -122.416839 37.796596, -122.417218 37.798472))",108a,102243
6300,06,075,022901,1400000US06075022901,06075022901,229.01,CT,248905,0,"POLYGON ((-122.416413 37.753968, -122.412047 37.75423, -122.4119 37.752629, -122.411746 37.751034, -122.411488 37.748344, -122.413673 37.748297, -122.41587 37.748267, -122.416108 37.750771, -122.416413 37.753968))",229.01a,91464
6382,06,075,010100,1400000US06075010100,06075010100,101,CT,776490,646917,"POLYGON ((-122.420612315115 37.8111121700604, -122.407452 37.81144099999999, -122.399638840473 37.8065658502084, -122.401787 37.805314, -122.403495 37.805089, -122.405174 37.804763, -122.406625 37.804535, -122.408332 37.804367, -122.411581 37.803963, -122.414877 37.803542, -122.416888 37.805212, -122.418718 37.805932, -122.419224 37.808453, -122.420612315115 37.8111121700604))",101a,67377
6388,06,075,023200,1400000US06075023200,06075023200,232,CT,856567,0,"POLYGON ((-122.392699 37.729284, -122.391891 37.731684, -122.391617 37.732487, -122.39106 37.734066, -122.389035 37.732919, -122.385287 37.730791, -122.383431 37.729738, -122.379697 37.727618, -122.377833 37.72656, -122.382176 37.722246, -122.385024 37.724098, -122.386899 37.724289, -122.384517 37.722862, -122.38521 37.723088, -122.38793 37.724729, -122.389801 37.725791, -122.393284 37.727764, -122.392699 37.729284))",232a,60345
6389,06,075,026100,1400000US06075026100,06075026100,261,CT,751208,0,"POLYGON ((-122.448582 37.718411, -122.447878 37.723005, -122.44473 37.722987, -122.444486 37.722974, -122.438787 37.723637, -122.43702 37.723723, -122.435385 37.723909, -122.43715 37.721575, -122.437502 37.721176, -122.440141 37.717692, -122.440418 37.717245, -122.440999 37.716488, -122.441896 37.715308, -122.443706 37.713592, -122.446945 37.716187, -122.44796 37.717, -122.448727 37.71745, -122.448582 37.718411))",261a,89917
6475,06,075,012800,1400000US06075012800,06075012800,128,CT,497838,0,"POLYGON ((-122.447466 37.79939, -122.441177 37.80019, -122.436274 37.800814, -122.435678 37.798021, -122.437326 37.797811, -122.43695 37.795949, -122.438591 37.795741, -122.440234 37.795533, -122.446728 37.794706, -122.447015 37.796579, -122.447303 37.798459, -122.447466 37.79939))",128a,154917
6476,06,075,015100,1400000US06075015100,06075015100,151,CT,173860,0,"POLYGON ((-122.425616 37.789952, -122.42242 37.790358, -122.422237 37.789399, -122.422077 37.788474, -122.421858 37.787535, -122.421461 37.786632, -122.421256 37.784745, -122.422838 37.784547, -122.424678 37.785291, -122.424704 37.785418, -122.425047 37.78713, -122.425616 37.789952))",151a,99706
6477,06,075,016802,1400000US06075016802,06075016802,168.02,CT,215074,0,"POLYGON ((-122.429178 37.774181, -122.425888 37.77459899999999, -122.424246 37.774811, -122.419359 37.775432, -122.419334 37.77521, -122.422186 37.772909, -122.42262 37.772503, -122.423641 37.771828, -122.424929 37.770778, -122.425512 37.772734, -122.428802 37.772316, -122.42899 37.773248, -122.430825 37.773973, -122.429178 37.774181))",168.02a,96071
6551,06,075,026404,1400000US06075026404,06075026404,264.04,CT,188349,0,"POLYGON ((-122.420083 37.70831099999999, -122.419348 37.709947, -122.416648 37.710473, -122.416 37.711915, -122.412887 37.711036, -122.411349 37.710605, -122.41238 37.708303, -122.415182 37.708231, -122.416222 37.708328, -122.420082 37.708231, -122.420083 37.70831099999999))",264.04a,54805
6803,06,075,020200,1400000US06075020200,06075020200,202,CT,338535,0,"POLYGON ((-122.426948 37.769175, -122.426402 37.769596, -122.424929 37.770778, -122.423641 37.771828, -122.42262 37.772503, -122.422365 37.769868, -122.422308 37.769278, -122.422044 37.76654, -122.421732 37.7633, -122.426137 37.763036, -122.426293 37.764651, -122.426462 37.766272, -122.426713 37.768982, -122.426948 37.769175))",202a,100099
6804,06,075,022802,1400000US06075022802,06075022802,228.02,CT,291126,0,"POLYGON ((-122.408424 37.764427, -122.40509 37.76462799999999, -122.405105 37.763852, -122.40648 37.760731, -122.406389 37.759804, -122.403689 37.757015, -122.403396 37.756471, -122.403127 37.754478, -122.406453 37.75427699999999, -122.407449 37.754506, -122.407602 37.756109, -122.407754 37.757705, -122.408064 37.760601, -122.408424 37.764427))",228.02a,102750
6805,06,075,025200,1400000US06075025200,06075025200,252,CT,657048,0,"POLYGON ((-122.418206 37.748203, -122.41587 37.748267, -122.413673 37.748297, -122.411488 37.748344, -122.410551 37.748367, -122.410619 37.746941, -122.410441 37.744918, -122.409378 37.742923, -122.410662 37.742424, -122.410365 37.741362, -122.410507 37.739779, -122.411992 37.73971, -122.413938 37.73893, -122.415184 37.738933, -122.415899 37.739002, -122.418584 37.739297, -122.41777 37.740564, -122.418752 37.74118, -122.416103 37.745253, -122.41764 37.745882, -122.417819 37.745965, -122.419121 37.746775, -122.418206 37.748203))",252a,139444
6806,06,075,026403,1400000US06075026403,06075026403,264.03,CT,379382,0,"POLYGON ((-122.411349 37.710605, -122.410641 37.71220599999999, -122.407927 37.711448, -122.406189 37.715244, -122.403617 37.714327, -122.402188 37.714731, -122.402154 37.712656, -122.402546 37.712266, -122.403109 37.711998, -122.404348 37.710443, -122.404821 37.709747, -122.405582 37.708231, -122.406481 37.708323, -122.41238 37.708303, -122.411349 37.710605))",264.03a,75455
6847,06,075,030800,1400000US06075030800,06075030800,308,CT,1243204,0,"POLYGON ((-122.475726 37.743049, -122.470235 37.743289, -122.466043 37.743555, -122.465807 37.743574, -122.463686 37.743749, -122.461234 37.742584, -122.45984 37.74106099999999, -122.459386 37.740571, -122.459184 37.739871, -122.458849 37.739158, -122.459592 37.738533, -122.460282 37.737855, -122.459505 37.734291, -122.461242 37.735782, -122.463136 37.737023, -122.462913 37.736013, -122.466248 37.734937, -122.471569 37.734707, -122.475173 37.734562, -122.475189 37.734762, -122.47539 37.73745, -122.475485 37.739321, -122.475621 37.741183, -122.475726 37.743049))",308a,152351
6848,06,075,035400,1400000US06075035400,06075035400,354,CT,1033599,557642,"POLYGON ((-122.509993368973 37.74881495033259, -122.507942 37.749111, -122.505148 37.749235, -122.50193 37.749377, -122.501536 37.743785, -122.501404 37.74191, -122.501142 37.738192, -122.501041 37.7353, -122.502031 37.735515, -122.505262 37.735565, -122.506796 37.73555899999999, -122.508121548602 37.7354395332202, -122.509993368973 37.74881495033259))",354a,102500
6914,06,075,035202,1400000US06075035202,06075035202,352.02,CT,372758,0,"POLYGON ((-122.50987 37.76409, -122.502979 37.764344, -122.502844 37.762427, -122.502713 37.760567, -122.502582 37.7587, -122.509111 37.75841399999999, -122.509382 37.760272, -122.509622 37.762127, -122.50987 37.76409))",352.02a,82593
6920,06,075,016900,1400000US06075016900,06075016900,169,CT,294847,0,"POLYGON ((-122.435794 37.769058, -122.433572 37.769178, -122.43157 37.769307, -122.42822 37.769441, -122.426402 37.769596, -122.426948 37.769175, -122.428635 37.767846, -122.428949 37.767504, -122.430824 37.766014, -122.435193 37.762727, -122.435472 37.765727, -122.435794 37.769058))",169a,115946
6939,06,075,011000,1400000US06075011000,06075011000,110,CT,239179,0,"POLYGON ((-122.423481 37.795739, -122.421768 37.795945, -122.416839 37.796596, -122.416653 37.79567, -122.416473 37.794777, -122.416292 37.793892, -122.416113 37.793014, -122.422801 37.792161, -122.423143 37.793923, -122.423283 37.79481, -122.423481 37.795739))",110a,121299
6943,06,075,012601,1400000US06075012601,06075012601,126.01,CT,170458,0,"POLYGON ((-122.441905 37.803744, -122.437138 37.804352, -122.436799 37.802715, -122.436274 37.800814, -122.441177 37.80019, -122.441368 37.801126, -122.441754 37.802985, -122.441905 37.803744))",126.01a,143000
6954,06,075,020900,1400000US06075020900,06075020900,209,CT,312680,0,"POLYGON ((-122.420964 37.755295, -122.418748 37.755437, -122.416567 37.755568, -122.416413 37.753968, -122.416108 37.750771, -122.41587 37.748267, -122.418206 37.748203, -122.420282 37.748161, -122.420507 37.750506, -122.420665 37.752104, -122.420812 37.753703, -122.420964 37.755295))",209a,106875
6963,06,075,026402,1400000US06075026402,06075026402,264.02,CT,414505,0,"POLYGON ((-122.40895 37.716458, -122.408255 37.71809, -122.407272 37.71782, -122.406665 37.719215, -122.4061 37.719837, -122.403071 37.71846499999999, -122.402103 37.718721, -122.400435 37.719162, -122.399615 37.716278, -122.398863 37.718683, -122.398515 37.717664, -122.398328 37.716259, -122.400626 37.712984, -122.402546 37.712266, -122.402154 37.712656, -122.402188 37.714731, -122.403617 37.714327, -122.406189 37.715244, -122.410433 37.716414, -122.40895 37.716458))",264.02a,82010
6966,06,075,060700,1400000US06075060700,06075060700,607,CT,2081991,844393,"POLYGON ((-122.40499 37.769715, -122.404391 37.76974999999999, -122.401657 37.771817, -122.399433 37.773573, -122.400982 37.774809, -122.398755 37.776568, -122.397206 37.775332, -122.39275 37.778852, -122.390527 37.780607, -122.389168 37.781649, -122.388423 37.78179799999999, -122.387421 37.78279, -122.383505768697 37.7830792797042, -122.381232 37.773514, -122.380462169293 37.7675163525902, -122.385823 37.767255, -122.387917 37.764379, -122.388164 37.766958, -122.393968 37.766614, -122.393848 37.765307, -122.398703 37.765014, -122.404497 37.764664, -122.40499 37.769715))",607a,158667
6967,06,075,980600,1400000US06075980600,06075980600,9806,CT,2132298,2016110,"POLYGON ((-122.385024 37.724098, -122.382176 37.722246, -122.377833 37.72656, -122.379697 37.727618, -122.378542 37.728942, -122.373766 37.728005, -122.369771405992 37.7326989677807, -122.367386 37.732004, -122.366161 37.732844, -122.364671 37.731859, -122.356784 37.729505, -122.360238 37.719421, -122.364084 37.715701, -122.370411 37.717572, -122.374980911262 37.71555763121989, -122.383251 37.720151, -122.38282 37.721872, -122.384517 37.722862, -122.386899 37.724289, -122.385024 37.724098))",9806a,62875
6969,06,075,022600,1400000US06075022600,06075022600,226,CT,1357738,503898,"POLYGON ((-122.393968 37.766614, -122.388164 37.766958, -122.387917 37.764379, -122.385823 37.767255, -122.380462169293 37.7675163525902, -122.379568 37.76054999999999, -122.380757 37.755288, -122.378560351096 37.7535517721854, -122.380985 37.753228, -122.381711 37.753186, -122.390683 37.752663, -122.391232 37.752657, -122.392447 37.756436, -122.392494 37.760245, -122.392319 37.76106, -122.39252 37.762819, -122.392714 37.764084, -122.393848 37.765307, -122.393968 37.766614))",226a,186318
6970,06,075,025702,1400000US06075025702,06075025702,257.02,CT,533458,0,"POLYGON ((-122.410519 37.728488, -122.40756 37.729261, -122.408509 37.731552, -122.405608 37.732439, -122.406295 37.735307, -122.40506 37.733652, -122.404657 37.732949, -122.402752 37.729357, -122.402105 37.72779, -122.401183 37.724588, -122.400785 37.723616, -122.402061 37.72392, -122.4026 37.725235, -122.405572 37.724461, -122.408529 37.723688, -122.410519 37.728488))",257.02a,65875
7015,06,075,032801,1400000US06075032801,06075032801,328.01,CT,585365,0,"POLYGON ((-122.485727 37.74822, -122.479296 37.748504, -122.479426 37.750368, -122.476221 37.750509, -122.476131 37.748643, -122.476007 37.746778, -122.475854 37.744915, -122.475726 37.743049, -122.485335 37.742626, -122.485466 37.744493, -122.485597 37.746354, -122.485727 37.74822))",328.01a,114290
7332,06,075,017102,1400000US06075017102,06075017102,171.02,CT,294894,0,"POLYGON ((-122.453352 37.768246, -122.450522 37.768593, -122.44839 37.768865, -122.448013 37.767007, -122.447635 37.765139, -122.448274 37.764196, -122.449433 37.7632, -122.44912 37.761648, -122.451958 37.761478, -122.4524 37.763669, -122.452569 37.764509, -122.452758 37.765443, -122.452947 37.766374, -122.453352 37.768246))",171.02a,159167
7333,06,075,033100,1400000US06075033100,06075033100,331,CT,895560,0,"POLYGON ((-122.499059 37.731576, -122.496564 37.733856, -122.493784 37.733989, -122.491294 37.734096, -122.485855 37.734182, -122.485518 37.734356, -122.480254 37.73459, -122.479547 37.734619, -122.475189 37.734762, -122.475173 37.734562, -122.474972 37.731072, -122.480015 37.731148, -122.48193 37.731172, -122.485302 37.730946, -122.486179 37.730879, -122.486606 37.729555, -122.48889 37.730257, -122.492161 37.728836, -122.493529 37.729594, -122.497017 37.729303, -122.499059 37.731576))",331a,114783
7639,06,075,020600,1400000US06075020600,06075020600,206,CT,567325,0,"POLYGON ((-122.435188 37.762671, -122.432124 37.762668, -122.430727 37.762753, -122.426137 37.763036, -122.425836 37.759835, -122.425685 37.758232, -122.425532 37.756636, -122.430115 37.75636, -122.432331 37.756227, -122.434546 37.756093, -122.434698 37.757687, -122.434854 37.759289, -122.435001 37.760889, -122.435188 37.762671))",206a,147213
7674,06,075,016000,1400000US06075016000,06075016000,160,CT,157523,0,"POLYGON ((-122.424678 37.785291, -122.422838 37.784547, -122.421256 37.784745, -122.421069 37.783816, -122.420689 37.781955, -122.420358 37.780072, -122.423541 37.779674, -122.424108 37.782477, -122.424678 37.785291))",160a,71823
