Geographic Area Name,id,Estimate  Total,Margin of Error  Total,Estimate  Total  White alone,Margin of Error  Total  White alone,Estimate  Total  Black or African American alone,Margin of Error  Total  Black or African American alone,Estimate  Total  American Indian and Alaska Native alone,Margin of Error  Total  American Indian and Alaska Native alone,Estimate  Total  Asian alone,Margin of Error  Total  Asian alone,Estimate  Total  Native Hawaiian and Other Pacific Islander alone,Margin of Error  Total  Native Hawaiian and Other Pacific Islander alone,Estimate  Total  Some other race alone,Margin of Error  Total  Some other race alone,Estimate  Total  Two or more races,Margin of Error  Total  Two or more races,Estimate  Total  Two or more races  Two races including Some other race,Margin of Error  Total  Two or more races  Two races including Some other race,"Estimate  Total  Two or more races  Two races excluding Some other race, and three or more races","Margin of Error  Total  Two or more races  Two races excluding Some other race, and three or more races"
"Census Tract 612, San Francisco County, California",1400000US06075061200,3995,484,729,336,1089,236,47,79,1056,299,0,12,967,484,107,83,0,12,107,83
"Census Tract 614, San Francisco County, California",1400000US06075061400,5488,543,3566,409,425,270,321,416,522,264,195,144,163,127,296,135,0,17,296,135
"Census Tract 615, San Francisco County, California",1400000US06075061500,12038,1260,7186,1172,202,131,57,81,3946,731,0,19,347,204,300,209,115,170,185,132
"Census Tract 9802, San Francisco County, California",1400000US06075980200,324,104,236,89,30,31,0,12,41,37,0,12,13,24,4,6,4,6,0,12
"Census Tract 9803, San Francisco County, California",1400000US06075980300,39,24,39,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"Census Tract 9804.01, San Francisco County, California",1400000US06075980401,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"Census Tract 9805.01, San Francisco County, California",1400000US06075980501,662,196,102,68,118,76,0,12,264,104,91,102,14,33,73,69,13,30,60,61
"Census Tract 9806, San Francisco County, California",1400000US06075980600,357,115,82,44,206,112,0,12,65,68,0,12,4,7,0,12,0,12,0,12
"Census Tract 9809, San Francisco County, California",1400000US06075980900,247,114,108,54,42,36,0,12,85,105,5,8,0,12,7,10,0,12,7,10
"Census Tract 9901, San Francisco County, California",1400000US06075990100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
