,2010,2011,2012,2013,2014,2015,2016,2017,2018,diff18-10
168.01,0.9779179810725551,0.8528111181301326,1.4108839619925138,0.5263157894736842,0.9612496245118655,0.6464305789769533,0.6497524752475248,0.7593457943925234,0.21356113187399892,-0.7643568491985562
231.02,1.0913268236645606,0.6793478260869565,1.3064779531845399,0.8354430379746836,0.7802874743326489,1.0713520462824084,0.8596604341285192,0.6391888913378885,0.26513477684489617,-0.8261920468196644
168.02,1.0204081632653061,0.592823712948518,0.8389803162310423,1.0359339592101005,0.9807237064592492,0.7970773829292593,0.698451260249013,0.2949852507374631,0.19220208676551345,-0.8282060764997927
229.03,1.2217470983506415,1.341831600134183,1.541038525963149,1.7474447741510055,1.3561511139812723,1.800064288010286,1.207115628970775,1.0341855788566505,0.3650659926986802,-0.8566811056519614
161,1.2719949120203518,1.3975489142119975,2.0719738276990185,1.3246382718565315,0.904621435594887,1.0762495439620576,0.8366678792288106,0.8809780654440849,0.3696498054474708,-0.9023451065728809
163,1.0162601626016259,0.6007294571980262,0.6925826630920464,0.42789901583226364,0.37910699241786017,0.3893575600259572,0.5370328932647125,0.1926782273603083,0.10537407797681769,-0.9108860846248081
106,1.400560224089636,1.2616704516780217,1.5220700152207,1.4416412531189355,1.3373362445414847,1.1098779134295227,1.3456686291000841,0.9985734664764622,0.47675804529201427,-0.9238021787976217
169,1.1054675829100686,1.2709237445753256,1.2167787383925712,2.1522646964343077,1.2247600132406489,1.1717442249748913,1.0663914688682492,1.6278327481646986,0.15669069257286117,-0.9487768903372075
229.01,1.3483696984555038,1.1853720050441363,1.623304425172337,1.7429700209156402,1.3335987261146498,1.0286141761735554,0.984009840098401,1.279673590504451,0.3865481252415926,-0.9618215732139113
203,1.3956734124214933,1.2903225806451613,1.0624597553122987,1.9757807520713833,1.0190664036817882,1.089108910891089,1.1388801012337868,1.2012891883973043,0.41019630823322595,-0.9854771041882674
226,1.4878621769772904,1.4854827819041188,0.6253908692933083,0.6884681583476765,0.9110396570203645,0.8999470619375332,1.0086455331412103,1.3130029648454045,0.49093655589123864,-0.9969256210860518
206,1.2520193861066236,1.2340333405499024,1.2812160694896852,1.7111111111111112,1.6496635554590842,1.8021883715940785,1.5439429928741093,2.0391681809004645,0.24985585239285027,-1.0021635337137733
614,1.3597033374536465,1.590866554370204,1.4902848519147331,1.7857142857142856,0.96,1.0423452768729642,0.927920463960232,0.8327890267798824,0.3346160281077464,-1.0250873093459
159,1.475568456700532,1.3015184381778742,1.5074211502782933,1.544050862851953,1.7642734623866698,1.3490311503556536,1.4312096029547554,0.947653429602888,0.43830813061582297,-1.037260326084709
101,1.6826923076923077,1.350298623734095,1.500833796553641,1.4969259556268377,2.5346224196498564,2.948920484465508,2.025,2.09226115452483,0.6233766233766234,-1.0593156843156843
257.02,1.5405777166437413,1.148796498905908,1.4913859604011315,1.3911430558775795,0.9521838128751811,1.4457340663815923,0.7385524372230428,0.9791400595998296,0.451773209848656,-1.0888045067950853
232,2.2277227722772275,1.5742642026009581,2.1150784625881283,2.7137970353477767,2.570039360963186,2.456946039035591,2.492070684186679,2.423698384201077,1.0528834649437664,-1.174839307333461
202,1.4351425942962281,0.9415526736542903,0.8588114050154586,1.434768101434768,0.7547802750754781,0.9113924050632912,0.6319640778313653,0.8214227041235419,0.25885779000161785,-1.1762848042946104
205,1.73053152039555,1.2723658051689861,1.3305613305613306,1.5625,1.2471655328798186,1.241782322863404,1.4186851211072664,1.2445341405987218,0.5425567989148864,-1.1879747214806637
158.01,1.4166923313828148,1.5882902522578637,1.493848857644991,2.1575253444242266,1.4178705189941143,1.3760320240180135,1.067702014074254,0.8234439331557277,0.12007684918347744,-1.2966154821993374
234,1.9796380090497736,1.8433179723502304,2.743740010655301,2.556512378902045,1.8113003514463366,1.8481182795698925,2.518891687657431,2.0104895104895104,0.6552006552006553,-1.3244373538491183
231.03,2.071230108613286,1.8599562363238513,1.6994158258098777,1.7428643596867897,2.2494887525562373,2.70362765229295,3.0303030303030303,2.0573108008817047,0.6782215523737753,-1.3930085562395105
123.02,2.142161635832522,2.845341899954107,3.2523850823937557,3.425505571605448,2.8594122319301034,2.3500810372771475,2.2143139580862,2.193857199840447,0.534147272033575,-1.6080143637989468
605.02,2.264808362369338,3.049001814882033,2.759343346140412,1.6023544800523217,2.041457286432161,2.311969563944981,1.9533527696793003,1.3929193267556588,0.6020642201834863,-1.6627441421858518
612,2.1124750214102197,2.7580772261623325,1.7506059789927284,1.8272841051314141,1.715137956748695,2.094972067039106,1.2708872675923748,1.887216355875084,0.395993477754484,-1.7164815436557357
178.02,2.27035490605428,2.2330595482546203,2.1672616012238652,2.155688622754491,2.205711632226608,1.8285966071821986,1.6886326194398682,1.6836335160532498,0.5361466620546523,-1.7342082439996274
209,2.2222222222222223,1.8592562974810076,2.7710355987055015,3.0187160394445565,2.30785517679441,2.576455802262254,1.4816318246397402,3.1146179401993357,0.4424778761061947,-1.7797443461160276
122.01,2.3005032350826746,1.8963922294172062,1.9467442380845825,2.3482498892334958,2.3382867132867133,1.4860681114551082,1.4170896785109983,1.1464968152866242,0.4312203536006899,-1.8692828814819848
123.01,3.506548373468526,4.886831275720165,5.521783181357649,6.1529933481153,7.262569832402235,6.0621242484969935,3.883051621745089,3.483992467043315,1.275992438563327,-2.230555934905199
9805.01,2.557200538358008,3.4111310592459607,1.8575851393188854,1.9637462235649545,2.235294117647059,0.7954545454545454,2.2274325908558033,2.557544757033248,0.29895366218236175,-2.258246876175646
201,3.8599487617421007,4.291920069504779,5.140845070422535,5.735615440640932,5.23112041088073,5.7137707281903385,4.497398892431616,4.533919810522754,1.2750455373406193,-2.584903224401481
124.01,3.7502807096339548,3.591987105687313,4.729233031119824,4.694947569113441,4.660741383047908,3.1752663463547104,3.6577400391900716,2.4267950260730045,1.0246758678377248,-2.7256048417962297
125.02,3.635224067690379,3.3207107486163707,2.670089858793325,4.410585404971933,3.2766990291262137,3.1455742501828823,3.0404463040446306,2.589695171297545,0.8370535714285714,-2.7981704962618075
117,6.578947368421052,8.720112517580873,10.888252148997136,8.761122518822724,10.665804783451842,12.17125382262997,10.839160839160838,10.85680751173709,3.733031674208145,-2.8459156942129074
9806,2.9508196721311477,1.3157894736842104,1.0416666666666665,0.2801120448179272,0.997506234413965,0.6160164271047228,0.6302521008403361,1.1695906432748537,0.0,-2.9508196721311477
122.02,3.7852112676056335,3.669724770642202,4.118552732871439,5.259117082533589,3.670022734654108,3.2776934749620636,3.301742586365026,2.5559105431309903,0.7375886524822695,-3.0476226151233643
124.02,5.181347150259067,4.881889763779528,6.3243581715716966,7.38603577611079,6.248157972295903,6.583333333333333,5.7251908396946565,4.7,1.4814814814814816,-3.6998656687775853
177,5.401662049861495,6.896551724137931,6.520335700451904,7.3663624511082135,6.6505441354292625,8.111174134997164,10.60859854829704,11.141602634467617,1.5848670756646217,-3.8167949741968736
125.01,5.269570514773073,6.56643142068119,6.164383561643835,8.633093525179856,6.3715816182689595,6.303648068669528,4.94535519125683,4.664231525709469,1.2243878060969515,-4.045182708676121
9809,17.771084337349397,14.603174603174605,13.94658753709199,21.86234817813765,15.853658536585366,20.66420664206642,26.153846153846157,37.60330578512397,12.867647058823529,-4.9034372785258675
176.01,7.251779057946458,7.1236156839269675,7.798985982702058,7.165422171165997,6.121883656509695,6.6870144284128745,5.820781210109778,5.562144212523719,1.6659454781479879,-5.585833579798471
180,9.655368840786101,8.335787923416788,6.9432918395574,7.411504424778761,5.878712871287128,5.447229959764779,5.397987191216835,7.907133243606998,2.491103202846975,-7.164265637939126
9803,133.33333333333331,106.06060606060606,155.55555555555557,82.05128205128204,86.66666666666667,91.02564102564102,68.53932584269663,47.61904761904761,9.090909090909092,-124.24242424242422
615,,1.710832171083217,1.8496796896147254,1.8856952982222959,1.468808005810669,2.0701782431460316,1.700237420540706,1.6589728793998848,0.535302886569996,
615.00,,,,,,,,,,
9804.01,,,,,,,,,,
9901,,,,,,,,,,
