,name,lat,lng,location,census_idx,census_tract,TRACTCE,polys,NAME
231,Good Earth Cafe,37.7957899,-122.40537,"(37.7957899, -122.40537)",35,61100,61100,"POLYGON ((-122.408431 37.796704, -122.405513 37.797065, -122.402041 37.797505, -122.400681 37.796777, -122.400149 37.794134, -122.404613 37.793565, -122.404796 37.794453, -122.407903 37.79406, -122.408253 37.795824, -122.408431 37.796704))",611.0
232,Blue House Café,37.71449,-122.46557,"(37.71449, -122.46557)",36,31301,31301,"POLYGON ((-122.472547 37.71964, -122.47244 37.721603, -122.471983 37.721661, -122.46974 37.721644, -122.466278 37.721668, -122.462265 37.721748, -122.462245 37.71822, -122.46264 37.717936, -122.466235 37.717912, -122.468036 37.7179, -122.468017 37.716103, -122.471572 37.716126, -122.472672 37.717248, -122.472547 37.71964))",313.01
233,Cafeto Coffee Shop,37.7361456828819,-122.424239996237,"(37.7361456828819, -122.424239996237)",37,25403,25403,"POLYGON ((-122.426722 37.736372, -122.422688 37.735205, -122.422121 37.735153, -122.420224 37.735058, -122.420163 37.735777, -122.41676 37.735605, -122.416824 37.734888, -122.414313 37.734763, -122.412447 37.73467, -122.410513 37.734592, -122.409798 37.734828, -122.414388 37.732417, -122.415939 37.732072, -122.421703 37.731807, -122.423982 37.731552, -122.426104 37.731651, -122.428038 37.732016, -122.426158 37.733971, -122.428573 37.735082, -122.426722 37.736372))",254.03
234,Progressive Grounds,37.73895,-122.41769,"(37.73895, -122.41769)",37,25403,25403,"POLYGON ((-122.426722 37.736372, -122.422688 37.735205, -122.422121 37.735153, -122.420224 37.735058, -122.420163 37.735777, -122.41676 37.735605, -122.416824 37.734888, -122.414313 37.734763, -122.412447 37.73467, -122.410513 37.734592, -122.409798 37.734828, -122.414388 37.732417, -122.415939 37.732072, -122.421703 37.731807, -122.423982 37.731552, -122.426104 37.731651, -122.428038 37.732016, -122.426158 37.733971, -122.428573 37.735082, -122.426722 37.736372))",254.03
235,Best One Cup At A Time,37.72891,-122.41968,"(37.72891, -122.41968)",37,25403,25403,"POLYGON ((-122.426722 37.736372, -122.422688 37.735205, -122.422121 37.735153, -122.420224 37.735058, -122.420163 37.735777, -122.41676 37.735605, -122.416824 37.734888, -122.414313 37.734763, -122.412447 37.73467, -122.410513 37.734592, -122.409798 37.734828, -122.414388 37.732417, -122.415939 37.732072, -122.421703 37.731807, -122.423982 37.731552, -122.426104 37.731651, -122.428038 37.732016, -122.426158 37.733971, -122.428573 37.735082, -122.426722 37.736372))",254.03
236,Cup & Cake Cafe,37.781665802002,-122.456840515137,"(37.781665802002, -122.456840515137)",38,15600,15600,"POLYGON ((-122.458878 37.781326, -122.456304 37.78144899999999, -122.454186 37.781651, -122.453385 37.77782699999999, -122.455217 37.777599, -122.454683 37.774755, -122.458371 37.774309, -122.458505 37.77619, -122.458878 37.781326))",156.0
237,Drip Coffee,37.77368,-122.45426,"(37.77368, -122.45426)",38,15600,15600,"POLYGON ((-122.458878 37.781326, -122.456304 37.78144899999999, -122.454186 37.781651, -122.453385 37.77782699999999, -122.455217 37.777599, -122.454683 37.774755, -122.458371 37.774309, -122.458505 37.77619, -122.458878 37.781326))",156.0
238,Philz Coffee,37.751149640212,-122.43838046048,"(37.751149640212, -122.43838046048)",39,21300,21300,"POLYGON ((-122.44462 37.747081, -122.443421 37.750099, -122.443255 37.750769, -122.438474 37.751024, -122.43409 37.751304, -122.433769 37.748097, -122.433697 37.747297, -122.435916 37.747179, -122.43809 37.74705, -122.438246 37.748665, -122.441408 37.74861, -122.443961 37.746765, -122.444556 37.746687, -122.44462 37.747081))",213.0
239,Diamond Cafe,37.7512897856745,-122.43616884886,"(37.7512897856745, -122.43616884886)",39,21300,21300,"POLYGON ((-122.44462 37.747081, -122.443421 37.750099, -122.443255 37.750769, -122.438474 37.751024, -122.43409 37.751304, -122.433769 37.748097, -122.433697 37.747297, -122.435916 37.747179, -122.43809 37.74705, -122.438246 37.748665, -122.441408 37.74861, -122.443961 37.746765, -122.444556 37.746687, -122.44462 37.747081))",213.0
240,Henry's House of Coffee,37.75429,-122.48122,"(37.75429, -122.48122)",40,32802,32802,"POLYGON ((-122.486248 37.755683, -122.484104 37.75577699999999, -122.479817 37.755966, -122.4766 37.756108, -122.476355 37.752376, -122.476221 37.750509, -122.479426 37.750368, -122.479296 37.748504, -122.485727 37.74822, -122.485857 37.750085, -122.485988 37.751951, -122.486118 37.753815, -122.486248 37.755683))",328.02
241,Home Coffee Roasters,37.7544539255473,-122.477013878524,"(37.7544539255473, -122.477013878524)",40,32802,32802,"POLYGON ((-122.486248 37.755683, -122.484104 37.75577699999999, -122.479817 37.755966, -122.4766 37.756108, -122.476355 37.752376, -122.476221 37.750509, -122.479426 37.750368, -122.479296 37.748504, -122.485727 37.74822, -122.485857 37.750085, -122.485988 37.751951, -122.486118 37.753815, -122.486248 37.755683))",328.02
242,Fiery Cafe,37.7543516032916,-122.477947957814,"(37.7543516032916, -122.477947957814)",40,32802,32802,"POLYGON ((-122.486248 37.755683, -122.484104 37.75577699999999, -122.479817 37.755966, -122.4766 37.756108, -122.476355 37.752376, -122.476221 37.750509, -122.479426 37.750368, -122.479296 37.748504, -122.485727 37.74822, -122.485857 37.750085, -122.485988 37.751951, -122.486118 37.753815, -122.486248 37.755683))",328.02
243,Golden Island Cafe,37.75436,-122.47783,"(37.75436, -122.47783)",40,32802,32802,"POLYGON ((-122.486248 37.755683, -122.484104 37.75577699999999, -122.479817 37.755966, -122.4766 37.756108, -122.476355 37.752376, -122.476221 37.750509, -122.479426 37.750368, -122.479296 37.748504, -122.485727 37.74822, -122.485857 37.750085, -122.485988 37.751951, -122.486118 37.753815, -122.486248 37.755683))",328.02
244,BB Tea Station,37.7542929,-122.4779253,"(37.7542929, -122.4779253)",40,32802,32802,"POLYGON ((-122.486248 37.755683, -122.484104 37.75577699999999, -122.479817 37.755966, -122.4766 37.756108, -122.476355 37.752376, -122.476221 37.750509, -122.479426 37.750368, -122.479296 37.748504, -122.485727 37.74822, -122.485857 37.750085, -122.485988 37.751951, -122.486118 37.753815, -122.486248 37.755683))",328.02
245,Joy's Place,37.78764,-122.41197,"(37.78764, -122.41197)",42,12100,12100,"POLYGON ((-122.415372 37.78932, -122.412076 37.78973999999999, -122.408786 37.79016, -122.408402 37.788293, -122.411699 37.787872, -122.413354 37.787664, -122.414995 37.787454, -122.415185 37.788388, -122.415372 37.78932))",121.0
246,Black Sugar,37.78642,-122.41032,"(37.78642, -122.41032)",42,12100,12100,"POLYGON ((-122.415372 37.78932, -122.412076 37.78973999999999, -122.408786 37.79016, -122.408402 37.788293, -122.411699 37.787872, -122.413354 37.787664, -122.414995 37.787454, -122.415185 37.788388, -122.415372 37.78932))",121.0
247,Cafe Bean,37.7887992858887,-122.413841247559,"(37.7887992858887, -122.413841247559)",42,12100,12100,"POLYGON ((-122.415372 37.78932, -122.412076 37.78973999999999, -122.408786 37.79016, -122.408402 37.788293, -122.411699 37.787872, -122.413354 37.787664, -122.414995 37.787454, -122.415185 37.788388, -122.415372 37.78932))",121.0
248,The Morning Fix,37.78973,-122.41399,"(37.78973, -122.41399)",42,12100,12100,"POLYGON ((-122.415372 37.78932, -122.412076 37.78973999999999, -122.408786 37.79016, -122.408402 37.788293, -122.411699 37.787872, -122.413354 37.787664, -122.414995 37.787454, -122.415185 37.788388, -122.415372 37.78932))",121.0
249,San Francisco Rinse Laundromat,37.78929,-122.41352,"(37.78929, -122.41352)",42,12100,12100,"POLYGON ((-122.415372 37.78932, -122.412076 37.78973999999999, -122.408786 37.79016, -122.408402 37.788293, -122.411699 37.787872, -122.413354 37.787664, -122.414995 37.787454, -122.415185 37.788388, -122.415372 37.78932))",121.0
250,Bluestone Lane Theatre District Cafe,37.7892025,-122.4098192,"(37.7892025, -122.4098192)",42,12100,12100,"POLYGON ((-122.415372 37.78932, -122.412076 37.78973999999999, -122.408786 37.79016, -122.408402 37.788293, -122.411699 37.787872, -122.413354 37.787664, -122.414995 37.787454, -122.415185 37.788388, -122.415372 37.78932))",121.0
251,Starbucks,37.787168,-122.410696,"(37.787168, -122.410696)",42,12100,12100,"POLYGON ((-122.415372 37.78932, -122.412076 37.78973999999999, -122.408786 37.79016, -122.408402 37.788293, -122.411699 37.787872, -122.413354 37.787664, -122.414995 37.787454, -122.415185 37.788388, -122.415372 37.78932))",121.0
252,Gusto Pinsa Romana,37.7896740586658,-122.413919270039,"(37.7896740586658, -122.413919270039)",42,12100,12100,"POLYGON ((-122.415372 37.78932, -122.412076 37.78973999999999, -122.408786 37.79016, -122.408402 37.788293, -122.411699 37.787872, -122.413354 37.787664, -122.414995 37.787454, -122.415185 37.788388, -122.415372 37.78932))",121.0
253,Gallery Cafe Live,37.78771,-122.41139,"(37.78771, -122.41139)",42,12100,12100,"POLYGON ((-122.415372 37.78932, -122.412076 37.78973999999999, -122.408786 37.79016, -122.408402 37.788293, -122.411699 37.787872, -122.413354 37.787664, -122.414995 37.787454, -122.415185 37.788388, -122.415372 37.78932))",121.0
254,Pineapple Bistro & Bar,37.78695,-122.41298,"(37.78695, -122.41298)",42,12100,12100,"POLYGON ((-122.415372 37.78932, -122.412076 37.78973999999999, -122.408786 37.79016, -122.408402 37.788293, -122.411699 37.787872, -122.413354 37.787664, -122.414995 37.787454, -122.415185 37.788388, -122.415372 37.78932))",121.0
255,Kasama Cà Phê,37.7963794,-122.4222862,"(37.7963794, -122.4222862)",43,13101,13101,"POLYGON ((-122.426893 37.79627199999999, -122.423705 37.796678, -122.423481 37.795739, -122.423283 37.79481, -122.423143 37.793923, -122.422801 37.792161, -122.422611 37.791277, -122.425802 37.790874, -122.426335 37.793517, -122.426893 37.79627199999999))",131.01
256,Equator Coffees,37.8052942,-122.431894908157,"(37.8052942, -122.431894908157)",44,12602,12602,"POLYGON ((-122.441909 37.807316, -122.439690935158 37.8086811541357, -122.425942 37.810979, -122.425041162157 37.811001508766, -122.424876 37.810799, -122.426671 37.809639, -122.426613 37.808152, -122.425628 37.806456, -122.425209 37.804133, -122.430045 37.803518, -122.431679 37.803267, -122.436799 37.802715, -122.437138 37.804352, -122.441905 37.803744, -122.441909 37.807316))",126.02
257,The Interval At Long Now,37.8066279497009,-122.432121163476,"(37.8066279497009, -122.432121163476)",44,12602,12602,"POLYGON ((-122.441909 37.807316, -122.439690935158 37.8086811541357, -122.425942 37.810979, -122.425041162157 37.811001508766, -122.424876 37.810799, -122.426671 37.809639, -122.426613 37.808152, -122.425628 37.806456, -122.425209 37.804133, -122.430045 37.803518, -122.431679 37.803267, -122.436799 37.802715, -122.437138 37.804352, -122.441905 37.803744, -122.441909 37.807316))",126.02
258,Goody Cafe,37.806605264381,-122.431383132935,"(37.806605264381, -122.431383132935)",44,12602,12602,"POLYGON ((-122.441909 37.807316, -122.439690935158 37.8086811541357, -122.425942 37.810979, -122.425041162157 37.811001508766, -122.424876 37.810799, -122.426671 37.809639, -122.426613 37.808152, -122.425628 37.806456, -122.425209 37.804133, -122.430045 37.803518, -122.431679 37.803267, -122.436799 37.802715, -122.437138 37.804352, -122.441905 37.803744, -122.441909 37.807316))",126.02
259,Cafe Franco,37.807185,-122.428764,"(37.807185, -122.428764)",44,12602,12602,"POLYGON ((-122.441909 37.807316, -122.439690935158 37.8086811541357, -122.425942 37.810979, -122.425041162157 37.811001508766, -122.424876 37.810799, -122.426671 37.809639, -122.426613 37.808152, -122.425628 37.806456, -122.425209 37.804133, -122.430045 37.803518, -122.431679 37.803267, -122.436799 37.802715, -122.437138 37.804352, -122.441905 37.803744, -122.441909 37.807316))",126.02
260,Starbucks,37.804486,-122.433775,"(37.804486, -122.433775)",44,12602,12602,"POLYGON ((-122.441909 37.807316, -122.439690935158 37.8086811541357, -122.425942 37.810979, -122.425041162157 37.811001508766, -122.424876 37.810799, -122.426671 37.809639, -122.426613 37.808152, -122.425628 37.806456, -122.425209 37.804133, -122.430045 37.803518, -122.431679 37.803267, -122.436799 37.802715, -122.437138 37.804352, -122.441905 37.803744, -122.441909 37.807316))",126.02
261,Cook's & Company,37.8053422274476,-122.433314323425,"(37.8053422274476, -122.433314323425)",44,12602,12602,"POLYGON ((-122.441909 37.807316, -122.439690935158 37.8086811541357, -122.425942 37.810979, -122.425041162157 37.811001508766, -122.424876 37.810799, -122.426671 37.809639, -122.426613 37.808152, -122.425628 37.806456, -122.425209 37.804133, -122.430045 37.803518, -122.431679 37.803267, -122.436799 37.802715, -122.437138 37.804352, -122.441905 37.803744, -122.441909 37.807316))",126.02
262,Twisted St. Cafe,37.79965,-122.43984,"(37.79965, -122.43984)",44,12602,12602,"POLYGON ((-122.441909 37.807316, -122.439690935158 37.8086811541357, -122.425942 37.810979, -122.425041162157 37.811001508766, -122.424876 37.810799, -122.426671 37.809639, -122.426613 37.808152, -122.425628 37.806456, -122.425209 37.804133, -122.430045 37.803518, -122.431679 37.803267, -122.436799 37.802715, -122.437138 37.804352, -122.441905 37.803744, -122.441909 37.807316))",126.02
263,Starbucks Reserve,37.8006428,-122.438558,"(37.8006428, -122.438558)",44,12602,12602,"POLYGON ((-122.441909 37.807316, -122.439690935158 37.8086811541357, -122.425942 37.810979, -122.425041162157 37.811001508766, -122.424876 37.810799, -122.426671 37.809639, -122.426613 37.808152, -122.425628 37.806456, -122.425209 37.804133, -122.430045 37.803518, -122.431679 37.803267, -122.436799 37.802715, -122.437138 37.804352, -122.441905 37.803744, -122.441909 37.807316))",126.02
264,Peet's Coffee,37.8006369,-122.4378856,"(37.8006369, -122.4378856)",44,12602,12602,"POLYGON ((-122.441909 37.807316, -122.439690935158 37.8086811541357, -122.425942 37.810979, -122.425041162157 37.811001508766, -122.424876 37.810799, -122.426671 37.809639, -122.426613 37.808152, -122.425628 37.806456, -122.425209 37.804133, -122.430045 37.803518, -122.431679 37.803267, -122.436799 37.802715, -122.437138 37.804352, -122.441905 37.803744, -122.441909 37.807316))",126.02
265,Rapha - San Francisco,37.7982491,-122.4356125,"(37.7982491, -122.4356125)",44,12602,12602,"POLYGON ((-122.441909 37.807316, -122.439690935158 37.8086811541357, -122.425942 37.810979, -122.425041162157 37.811001508766, -122.424876 37.810799, -122.426671 37.809639, -122.426613 37.808152, -122.425628 37.806456, -122.425209 37.804133, -122.430045 37.803518, -122.431679 37.803267, -122.436799 37.802715, -122.437138 37.804352, -122.441905 37.803744, -122.441909 37.807316))",126.02
266,Dynamo Donut & Coffee,37.8058479492332,-122.447381592305,"(37.8058479492332, -122.447381592305)",47,12700,12700,"POLYGON ((-122.448241130218 37.8072521685356, -122.439690935158 37.8086811541357, -122.441909 37.807316, -122.441905 37.803744, -122.441754 37.802985, -122.441368 37.801126, -122.441177 37.80019, -122.447466 37.79939, -122.44782 37.801633, -122.449179 37.802074, -122.448241130218 37.8072521685356))",127.0
267,Starbucks,37.799293,-122.449466,"(37.799293, -122.449466)",47,12700,12700,"POLYGON ((-122.448241130218 37.8072521685356, -122.439690935158 37.8086811541357, -122.441909 37.807316, -122.441905 37.803744, -122.441754 37.802985, -122.441368 37.801126, -122.441177 37.80019, -122.447466 37.79939, -122.44782 37.801633, -122.449179 37.802074, -122.448241130218 37.8072521685356))",127.0
268,Project Juice,37.80048,-122.44014,"(37.80048, -122.44014)",47,12700,12700,"POLYGON ((-122.448241130218 37.8072521685356, -122.439690935158 37.8086811541357, -122.441909 37.807316, -122.441905 37.803744, -122.441754 37.802985, -122.441368 37.801126, -122.441177 37.80019, -122.447466 37.79939, -122.44782 37.801633, -122.449179 37.802074, -122.448241130218 37.8072521685356))",127.0
269,Rise & Grind Coffee and Tea,37.7737156,-122.4660674,"(37.7737156, -122.4660674)",49,45200,45200,"POLYGON ((-122.472264 37.780747, -122.467492 37.780938, -122.466432 37.78099, -122.464284 37.781089, -122.464011 37.777235, -122.463749 37.773624, -122.465332 37.773423, -122.466952 37.773351, -122.471706 37.773141, -122.471842 37.775006, -122.471967 37.776871, -122.472103 37.778731, -122.472264 37.780747))",452.0
270,7-Eleven,37.7811049,-122.4715919,"(37.7811049, -122.4715919)",49,45200,45200,"POLYGON ((-122.472264 37.780747, -122.467492 37.780938, -122.466432 37.78099, -122.464284 37.781089, -122.464011 37.777235, -122.463749 37.773624, -122.465332 37.773423, -122.466952 37.773351, -122.471706 37.773141, -122.471842 37.775006, -122.471967 37.776871, -122.472103 37.778731, -122.472264 37.780747))",452.0
271,Jane On Larkin,37.7864643147421,-122.418316288196,"(37.7864643147421, -122.418316288196)",50,12000,12000,"POLYGON ((-122.422077 37.788474, -122.415372 37.78932, -122.415185 37.788388, -122.414995 37.787454, -122.418271 37.787038, -122.421461 37.786632, -122.421858 37.787535, -122.422077 37.788474))",120.0
272,Crostini & Java,37.78892,-122.41714,"(37.78892, -122.41714)",50,12000,12000,"POLYGON ((-122.422077 37.788474, -122.415372 37.78932, -122.415185 37.788388, -122.414995 37.787454, -122.418271 37.787038, -122.421461 37.786632, -122.421858 37.787535, -122.422077 37.788474))",120.0
273,Quetzal Internet Cafe,37.78846,-122.41998,"(37.78846, -122.41998)",50,12000,12000,"POLYGON ((-122.422077 37.788474, -122.415372 37.78932, -122.415185 37.788388, -122.414995 37.787454, -122.418271 37.787038, -122.421461 37.786632, -122.421858 37.787535, -122.422077 37.788474))",120.0
274,RS94109,37.7857493,-122.4183791,"(37.7857493, -122.4183791)",50,12000,12000,"POLYGON ((-122.422077 37.788474, -122.415372 37.78932, -122.415185 37.788388, -122.414995 37.787454, -122.418271 37.787038, -122.421461 37.786632, -122.421858 37.787535, -122.422077 37.788474))",120.0
275,Sunny Cafe,37.7893199,-122.4202,"(37.7893199, -122.4202)",50,12000,12000,"POLYGON ((-122.422077 37.788474, -122.415372 37.78932, -122.415185 37.788388, -122.414995 37.787454, -122.418271 37.787038, -122.421461 37.786632, -122.421858 37.787535, -122.422077 37.788474))",120.0
276,Four Barrel Coffee,37.7670169511878,-122.42184275,"(37.7670169511878, -122.42184275)",51,20100,20100,"POLYGON ((-122.42262 37.772503, -122.422186 37.772909, -122.419334 37.77521, -122.419219 37.775316, -122.417794 37.770435, -122.417802 37.768405, -122.417487 37.765183, -122.417332 37.763572, -122.421732 37.7633, -122.422044 37.76654, -122.422308 37.769278, -122.422365 37.769868, -122.42262 37.772503))",201.0
277,Stanza Coffee,37.7648968,-122.4225344,"(37.7648968, -122.4225344)",51,20100,20100,"POLYGON ((-122.42262 37.772503, -122.422186 37.772909, -122.419334 37.77521, -122.419219 37.775316, -122.417794 37.770435, -122.417802 37.768405, -122.417487 37.765183, -122.417332 37.763572, -122.421732 37.7633, -122.422044 37.76654, -122.422308 37.769278, -122.422365 37.769868, -122.42262 37.772503))",201.0
278,Manny's,37.76517,-122.42159,"(37.76517, -122.42159)",51,20100,20100,"POLYGON ((-122.42262 37.772503, -122.422186 37.772909, -122.419334 37.77521, -122.419219 37.775316, -122.417794 37.770435, -122.417802 37.768405, -122.417487 37.765183, -122.417332 37.763572, -122.421732 37.7633, -122.422044 37.76654, -122.422308 37.769278, -122.422365 37.769868, -122.42262 37.772503))",201.0
279,Carlin's Cafe,37.7682609,-122.4223589,"(37.7682609, -122.4223589)",51,20100,20100,"POLYGON ((-122.42262 37.772503, -122.422186 37.772909, -122.419334 37.77521, -122.419219 37.775316, -122.417794 37.770435, -122.417802 37.768405, -122.417487 37.765183, -122.417332 37.763572, -122.421732 37.7633, -122.422044 37.76654, -122.422308 37.769278, -122.422365 37.769868, -122.42262 37.772503))",201.0
280,Muddy Waters Coffee House,37.7645,-122.42158,"(37.7645, -122.42158)",51,20100,20100,"POLYGON ((-122.42262 37.772503, -122.422186 37.772909, -122.419334 37.77521, -122.419219 37.775316, -122.417794 37.770435, -122.417802 37.768405, -122.417487 37.765183, -122.417332 37.763572, -122.421732 37.7633, -122.422044 37.76654, -122.422308 37.769278, -122.422365 37.769868, -122.42262 37.772503))",201.0
281,Samovar - Valencia St.,37.7663154558352,-122.421848215163,"(37.7663154558352, -122.421848215163)",51,20100,20100,"POLYGON ((-122.42262 37.772503, -122.422186 37.772909, -122.419334 37.77521, -122.419219 37.775316, -122.417794 37.770435, -122.417802 37.768405, -122.417487 37.765183, -122.417332 37.763572, -122.421732 37.7633, -122.422044 37.76654, -122.422308 37.769278, -122.422365 37.769868, -122.42262 37.772503))",201.0
282,La Noísette Cafe and Delí,37.76649,-122.41949,"(37.76649, -122.41949)",51,20100,20100,"POLYGON ((-122.42262 37.772503, -122.422186 37.772909, -122.419334 37.77521, -122.419219 37.775316, -122.417794 37.770435, -122.417802 37.768405, -122.417487 37.765183, -122.417332 37.763572, -122.421732 37.7633, -122.422044 37.76654, -122.422308 37.769278, -122.422365 37.769868, -122.42262 37.772503))",201.0
283,Boba Guys,37.772945,-122.423476,"(37.772945, -122.423476)",51,20100,20100,"POLYGON ((-122.42262 37.772503, -122.422186 37.772909, -122.419334 37.77521, -122.419219 37.775316, -122.417794 37.770435, -122.417802 37.768405, -122.417487 37.765183, -122.417332 37.763572, -122.421732 37.7633, -122.422044 37.76654, -122.422308 37.769278, -122.422365 37.769868, -122.42262 37.772503))",201.0
284,Foodhall,37.7650673678138,-122.422114089131,"(37.7650673678138, -122.422114089131)",51,20100,20100,"POLYGON ((-122.42262 37.772503, -122.422186 37.772909, -122.419334 37.77521, -122.419219 37.775316, -122.417794 37.770435, -122.417802 37.768405, -122.417487 37.765183, -122.417332 37.763572, -122.421732 37.7633, -122.422044 37.76654, -122.422308 37.769278, -122.422365 37.769868, -122.42262 37.772503))",201.0
285,Ocean Blue Laundromat and Cafe,37.7719945230953,-122.4227401,"(37.7719945230953, -122.4227401)",51,20100,20100,"POLYGON ((-122.42262 37.772503, -122.422186 37.772909, -122.419334 37.77521, -122.419219 37.775316, -122.417794 37.770435, -122.417802 37.768405, -122.417487 37.765183, -122.417332 37.763572, -122.421732 37.7633, -122.422044 37.76654, -122.422308 37.769278, -122.422365 37.769868, -122.42262 37.772503))",201.0
286,El Cafetazo,37.7647618077727,-122.421479076148,"(37.7647618077727, -122.421479076148)",51,20100,20100,"POLYGON ((-122.42262 37.772503, -122.422186 37.772909, -122.419334 37.77521, -122.419219 37.775316, -122.417794 37.770435, -122.417802 37.768405, -122.417487 37.765183, -122.417332 37.763572, -122.421732 37.7633, -122.422044 37.76654, -122.422308 37.769278, -122.422365 37.769868, -122.42262 37.772503))",201.0
287,Chile Lindo Empanadas,37.7652456,-122.4184663,"(37.7652456, -122.4184663)",51,20100,20100,"POLYGON ((-122.42262 37.772503, -122.422186 37.772909, -122.419334 37.77521, -122.419219 37.775316, -122.417794 37.770435, -122.417802 37.768405, -122.417487 37.765183, -122.417332 37.763572, -122.421732 37.7633, -122.422044 37.76654, -122.422308 37.769278, -122.422365 37.769868, -122.42262 37.772503))",201.0
288,Fox and Lion Bread,37.729563,-122.392317,"(37.729563, -122.392317)",52,23003,23003,"POLYGON ((-122.400022 37.732311, -122.398488 37.733808, -122.396515 37.737156, -122.392776 37.735038, -122.393904 37.733788, -122.391617 37.732487, -122.391891 37.731684, -122.392699 37.729284, -122.396409 37.72980099999999, -122.399867 37.730292, -122.399423 37.731703, -122.400022 37.732311))",230.03
289,Word A Cafe,37.73213,-122.39198,"(37.73213, -122.39198)",52,23003,23003,"POLYGON ((-122.400022 37.732311, -122.398488 37.733808, -122.396515 37.737156, -122.392776 37.735038, -122.393904 37.733788, -122.391617 37.732487, -122.391891 37.731684, -122.392699 37.729284, -122.396409 37.72980099999999, -122.399867 37.730292, -122.399423 37.731703, -122.400022 37.732311))",230.03
290,Fog Lifter Cafe,37.725179,-122.462436,"(37.725179, -122.462436)",53,31000,31000,"POLYGON ((-122.462888 37.728056, -122.460816 37.728681, -122.461727 37.729993, -122.461748 37.730064, -122.459064 37.733645, -122.459505 37.734291, -122.456156 37.734212, -122.453425 37.73304, -122.453411 37.731568, -122.453394 37.729837, -122.454002 37.729166, -122.452382 37.727868, -122.452335 37.72318, -122.453105 37.723206, -122.458191 37.72434399999999, -122.459213 37.724563, -122.461202 37.724974, -122.462199 37.725293, -122.462786 37.725549, -122.462888 37.728056))",310.0
291,CCSF City Cafe,37.724695,-122.452934,"(37.724695, -122.452934)",53,31000,31000,"POLYGON ((-122.462888 37.728056, -122.460816 37.728681, -122.461727 37.729993, -122.461748 37.730064, -122.459064 37.733645, -122.459505 37.734291, -122.456156 37.734212, -122.453425 37.73304, -122.453411 37.731568, -122.453394 37.729837, -122.454002 37.729166, -122.452382 37.727868, -122.452335 37.72318, -122.453105 37.723206, -122.458191 37.72434399999999, -122.459213 37.724563, -122.461202 37.724974, -122.462199 37.725293, -122.462786 37.725549, -122.462888 37.728056))",310.0
292,Beacon Coffee & Pantry,37.802167,-122.4131141,"(37.802167, -122.4131141)",54,10300,10300,"POLYGON ((-122.418718 37.805932, -122.416888 37.805212, -122.414877 37.803542, -122.412908 37.802184, -122.412849 37.801893, -122.412471 37.800032, -122.412283 37.799096, -122.417218 37.798472, -122.417385 37.799414, -122.417587 37.800341, -122.417799 37.801267, -122.418281 37.804023, -122.418718 37.805932))",103.0
293,901 Columbus Cafe,37.80294,-122.41426,"(37.80294, -122.41426)",54,10300,10300,"POLYGON ((-122.418718 37.805932, -122.416888 37.805212, -122.414877 37.803542, -122.412908 37.802184, -122.412849 37.801893, -122.412471 37.800032, -122.412283 37.799096, -122.417218 37.798472, -122.417385 37.799414, -122.417587 37.800341, -122.417799 37.801267, -122.418281 37.804023, -122.418718 37.805932))",103.0
294,Starbucks,37.805335,-122.415114,"(37.805335, -122.415114)",54,10300,10300,"POLYGON ((-122.418718 37.805932, -122.416888 37.805212, -122.414877 37.803542, -122.412908 37.802184, -122.412849 37.801893, -122.412471 37.800032, -122.412283 37.799096, -122.417218 37.798472, -122.417385 37.799414, -122.417587 37.800341, -122.417799 37.801267, -122.418281 37.804023, -122.418718 37.805932))",103.0
295,Caffe Greco,37.798918,-122.4084483,"(37.798918, -122.4084483)",55,10700,10700,"POLYGON ((-122.412908 37.802184, -122.411376 37.801125, -122.409014 37.79949, -122.407869 37.798697, -122.407083 37.798152, -122.406668 37.797865, -122.405513 37.797065, -122.408431 37.796704, -122.411719 37.796291, -122.411911 37.797245, -122.412283 37.799096, -122.412471 37.800032, -122.412849 37.801893, -122.412908 37.802184))",107.0
296,Hole In The Wall Coffee,37.800665,-122.408218,"(37.800665, -122.408218)",55,10700,10700,"POLYGON ((-122.412908 37.802184, -122.411376 37.801125, -122.409014 37.79949, -122.407869 37.798697, -122.407083 37.798152, -122.406668 37.797865, -122.405513 37.797065, -122.408431 37.796704, -122.411719 37.796291, -122.411911 37.797245, -122.412283 37.799096, -122.412471 37.800032, -122.412849 37.801893, -122.412908 37.802184))",107.0
297,Stella Pastry & Cafe,37.79918,-122.40828,"(37.79918, -122.40828)",55,10700,10700,"POLYGON ((-122.412908 37.802184, -122.411376 37.801125, -122.409014 37.79949, -122.407869 37.798697, -122.407083 37.798152, -122.406668 37.797865, -122.405513 37.797065, -122.408431 37.796704, -122.411719 37.796291, -122.411911 37.797245, -122.412283 37.799096, -122.412471 37.800032, -122.412849 37.801893, -122.412908 37.802184))",107.0
298,Cavalli Cafe,37.7991,-122.40917,"(37.7991, -122.40917)",55,10700,10700,"POLYGON ((-122.412908 37.802184, -122.411376 37.801125, -122.409014 37.79949, -122.407869 37.798697, -122.407083 37.798152, -122.406668 37.797865, -122.405513 37.797065, -122.408431 37.796704, -122.411719 37.796291, -122.411911 37.797245, -122.412283 37.799096, -122.412471 37.800032, -122.412849 37.801893, -122.412908 37.802184))",107.0
